bnf_drug_code,bnf_drug_name,bnf_class_name,inference_scope,multiplicity_family,peak_trough_ratio,ptr_lci,ptr_uci,peak_month,trough_month,modality,seasonal_reproducibility,stl_seasonal_strength,stl_trend_strength,distribution,route,drug_all_q_bh,drug_significant,parent_class_significant,class_q_bh,conditional_drug_q_legacy,conditional_drug_significant_legacy,meaningful
0503040B0,Oseltamivir phosphate,Influenza,secondary_exploratory,all_eligible_drugs,158.776,59.316,440.278,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.768,0.708,0.406,poisson,HAC-Wald,3.61643363417839e-68,TRUE,TRUE,1.28759388270775e-68,2.44313483705275e-68,TRUE,TRUE
1404000H0,Influenza,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,71.468,45.116,123.978,Nov,Jun,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.87,0.875,0.127,negbin,NB-LRT,6.26688567058262e-20,TRUE,TRUE,5.01709265504371e-74,4.36395390417478e-20,TRUE,TRUE
130801000,Other sunscreening preparations,Sunscreening preparations,secondary_exploratory,all_eligible_drugs,2.688,2.477,2.923,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.938,0.901,0.205,negbin,NB-LRT,3.64700491468288e-26,TRUE,TRUE,3.30769565126227e-31,2.46378771443669e-26,TRUE,TRUE
1104020W0,Azelastine hydrochloride,Other anti-inflammatory preparations,secondary_exploratory,all_eligible_drugs,2.647,2.496,2.979,Jun,Jan,"bimodal (2 harmonics, 2 peaks)",0.976,0.964,0.018,poisson,HAC-Wald,2.17551468674451e-177,TRUE,TRUE,7.18501992677657e-144,1.46970088693829e-177,TRUE,TRUE
1104020AC,Epinastine hydrochloride,Other anti-inflammatory preparations,secondary_exploratory,all_eligible_drugs,2.429,2.279,2.636,Jun,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.929,0.939,0.105,poisson,Poisson-LRT,3.47031740966936e-150,TRUE,TRUE,7.18501992677657e-144,2.34442387634747e-150,TRUE,TRUE
0501013B0,Amoxicillin,Penicillins,secondary_exploratory,all_eligible_drugs,2.345,2.019,2.729,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.9,0.839,0.466,poisson,HAC-Wald,1.02245943269438e-46,TRUE,TRUE,5.41228415339323e-21,6.90737481224747e-47,TRUE,TRUE
0501050H0,Erythromycin ethylsuccinate,Macrolides,secondary_exploratory,all_eligible_drugs,2.293,1.904,2.808,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.76,0.703,0.716,negbin,NB-LRT,2.10738919079331e-08,TRUE,TRUE,6.83004773135963e-17,1.49804893149822e-08,TRUE,TRUE
1104020T0,Sodium cromoglicate,Other anti-inflammatory preparations,secondary_exploratory,all_eligible_drugs,2.273,2.168,2.428,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.975,0.964,0.451,poisson,HAC-Wald,9.67006659396105e-237,TRUE,TRUE,7.18501992677657e-144,6.53275546080736e-237,TRUE,TRUE
0309020D0,Simple,Expectorant and demulcent cough preparations,secondary_exploratory,all_eligible_drugs,2.146,1.964,2.356,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.918,0.892,0.593,poisson,HAC-Wald,1.74438053610659e-143,TRUE,TRUE,7.19264838400822e-140,1.17844188168187e-143,TRUE,TRUE
0309020G0,Guaifenesin,Expectorant and demulcent cough preparations,secondary_exploratory,all_eligible_drugs,1.939,1.771,2.184,Dec,Jul,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.827,0.875,0.562,negbin,NB-LRT,7.58882799169254e-15,TRUE,TRUE,7.19264838400822e-140,5.24067181502509e-15,TRUE,TRUE
0902011U0,Potassium chloride,Oral preparation for fluid and electrolyte imbalance,secondary_exploratory,all_eligible_drugs,1.861,1.746,2.006,Aug,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.893,0.894,0.182,negbin,NB-LRT,1.47197587521679e-22,TRUE,TRUE,8.65885960246975e-07,1.01155999836555e-22,TRUE,TRUE
0604012P0,Norethisterone,Female sex hormones and their modulators,secondary_exploratory,all_eligible_drugs,1.847,1.738,1.96,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.898,0.9,0.166,negbin,NB-LRT,1.15854593297061e-22,TRUE,TRUE,0.000113754559464022,7.96403814724784e-23,TRUE,TRUE
1104020Z0,Olopatadine,Other anti-inflammatory preparations,secondary_exploratory,all_eligible_drugs,1.82,1.74,1.94,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.964,0.946,0.818,poisson,HAC-Wald,4.74927721695915e-139,TRUE,TRUE,7.18501992677657e-144,3.20844395149807e-139,TRUE,TRUE
0501030I0,Doxycycline hyclate,Tetracyclines,secondary_exploratory,all_eligible_drugs,1.815,1.61,2.074,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.871,0.838,0.427,poisson,HAC-Wald,5.86911844070169e-93,TRUE,TRUE,3.22372888099791e-88,3.96496913139806e-93,TRUE,TRUE
1104020M0,Lodoxamide trometamol,Other anti-inflammatory preparations,secondary_exploratory,all_eligible_drugs,1.698,1.582,1.846,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.931,0.91,0.615,poisson,HAC-Wald,5.68157356164105e-57,TRUE,TRUE,7.18501992677657e-144,3.83827043486633e-57,TRUE,TRUE
1103010C0,Chloramphenicol,Antibacterials,secondary_exploratory,all_eligible_drugs,1.679,1.471,1.942,Feb,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.909,0.803,0.591,poisson,HAC-Wald,2.13402718078335e-13,TRUE,TRUE,9.40936355817698e-11,1.47267712206362e-13,TRUE,TRUE
1202010A0,Azelastine hydrochloride,Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.668,1.541,1.851,Jun,Feb,"bimodal (2 harmonics, 2 peaks)",0.918,0.868,0.089,poisson,HAC-Wald,2.48099204222707e-49,TRUE,TRUE,4.93335033400967e-52,1.67607059936901e-49,TRUE,TRUE
0501011P0,Phenoxymethylpenicillin (Penicillin V),Penicillins,secondary_exploratory,all_eligible_drugs,1.64,1.433,1.96,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.762,0.755,0.736,poisson,HAC-Wald,8.22802078365865e-12,TRUE,TRUE,5.41228415339323e-21,5.66443757987944e-12,TRUE,TRUE
0604012M0,Medroxyprogesterone acetate,Female sex hormones and their modulators,secondary_exploratory,all_eligible_drugs,1.583,1.32,1.972,Jul,Nov,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.767,0.573,0.581,poisson,HAC-Wald,4.62398521642936e-11,TRUE,TRUE,0.000113754559464022,3.20673387363141e-11,TRUE,TRUE
0304030C0,Adrenaline,Allergic emergencies,secondary_exploratory,all_eligible_drugs,1.583,1.424,1.801,Aug,Dec,"bimodal (2 harmonics, 2 peaks)",0.784,0.828,0.319,poisson,HAC-Wald,1.54151129662346e-17,TRUE,TRUE,8.72335370101998e-18,1.06879560396497e-17,TRUE,TRUE
0310000N0,Pseudoephedrine hydrochloride,Systemic nasal decongestants,secondary_exploratory,all_eligible_drugs,1.552,1.432,1.711,Dec,Jul,unimodal (1 harmonic preferred),0.687,0.713,0.861,negbin,NB-LRT,8.47612951131942e-11,TRUE,TRUE,7.51632472383658e-11,5.874264435631e-11,TRUE,TRUE
1104020Y0,Ketotifen fumarate,Other anti-inflammatory preparations,secondary_exploratory,all_eligible_drugs,1.524,1.435,1.645,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.943,0.893,0.947,poisson,HAC-Wald,2.39397977868176e-54,TRUE,TRUE,7.18501992677657e-144,1.61728818724086e-54,TRUE,TRUE
1310040Q0,Permethrin,Parasiticidal preparations,secondary_exploratory,all_eligible_drugs,1.515,1.42,1.646,Nov,Jul,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.791,0.859,0.97,negbin,NB-LRT,2.5507297122838e-13,TRUE,TRUE,6.7990072351079e-32,1.75946044111343e-13,TRUE,TRUE
0501050B0,Clarithromycin,Macrolides,secondary_exploratory,all_eligible_drugs,1.505,1.34,1.716,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.736,0.762,0.604,poisson,HAC-Wald,1.33014658893284e-15,TRUE,TRUE,6.83004773135963e-17,9.20787712728192e-16,TRUE,TRUE
0309010C0,Codeine phosphate,Cough suppressants,secondary_exploratory,all_eligible_drugs,1.485,1.424,1.558,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.814,0.872,0.864,poisson,HAC-Wald,2.35824327094499e-81,TRUE,TRUE,1.81028868884518e-49,1.59314586476571e-81,TRUE,TRUE
0304010E0,Fexofenadine hydrochloride,Antihistamines,secondary_exploratory,all_eligible_drugs,1.472,1.427,1.525,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.95,0.925,0.895,poisson,HAC-Wald,1.53234429284799e-135,TRUE,TRUE,1.95040709693529e-226,1.03519768449074e-135,TRUE,TRUE
1202030S0,Neomycin sulfate,Nasal preparations for infection,secondary_exploratory,all_eligible_drugs,1.444,1.369,1.569,May,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.808,0.858,0.468,poisson,HAC-Wald,2.34676157181643e-35,TRUE,TRUE,1.53124033203395e-34,1.58538923434826e-35,TRUE,TRUE
1203010E0,Benzydamine hydrochloride,Drugs for oral ulceration and inflammation,secondary_exploratory,all_eligible_drugs,1.441,1.325,1.58,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.813,0.78,0.191,poisson,HAC-Wald,5.9135060165612e-22,TRUE,TRUE,2.42048686581937e-22,4.06266692537912e-22,TRUE,TRUE
1202010T0,Triamcinolone acetonide,Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.417,1.26,1.945,Jun,Nov,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.315,0.507,0.796,poisson,HAC-Wald,4.00885550242132e-09,TRUE,TRUE,4.93335033400967e-52,2.81571108012869e-09,TRUE,TRUE
0304020AB,Timothy grass pollen allergen extract,Allergen immunotherapy,secondary_exploratory,all_eligible_drugs,1.393,1.325,1.485,May,Nov,unimodal (1 harmonic preferred),0.729,0.779,0.959,poisson,Poisson-LRT,9.8163183204901e-29,TRUE,TRUE,1.06312758467361e-23,6.63155796189167e-29,TRUE,TRUE
1312000C0,Aluminium chloride,Antiperspirants,secondary_exploratory,all_eligible_drugs,1.392,1.347,1.459,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.852,0.861,0.013,poisson,HAC-Wald,4.31798358243794e-77,TRUE,TRUE,2.92087891177799e-80,2.9170772045628e-77,TRUE,TRUE
1307000M0,Salicylic acid,Preparations for warts and calluses,secondary_exploratory,all_eligible_drugs,1.392,1.313,1.484,Aug,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.884,0.891,0.44,poisson,HAC-Wald,3.0458958238877e-26,TRUE,TRUE,8.58535976194372e-32,2.05769964283173e-26,TRUE,TRUE
1202020P0,Xylometazoline hydrochloride,Topical nasal decongestants,secondary_exploratory,all_eligible_drugs,1.388,1.323,1.46,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.899,0.927,0.817,poisson,HAC-Wald,2.33523811089894e-48,TRUE,TRUE,0.00140116339488567,1.57760439114117e-48,TRUE,TRUE
0304010A0,Acrivastine,Antihistamines,secondary_exploratory,all_eligible_drugs,1.384,1.355,1.414,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.947,0.933,0.812,poisson,HAC-Wald,1.34408837627104e-276,TRUE,TRUE,1.95040709693529e-226,9.08018636125608e-277,TRUE,TRUE
0304010AB,Desloratadine,Antihistamines,secondary_exploratory,all_eligible_drugs,1.365,1.33,1.402,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.935,0.914,0.835,negbin,NB-LRT,1.35667473349666e-25,TRUE,TRUE,1.95040709693529e-226,9.1652153453881e-26,TRUE,TRUE
0603020T0,Prednisolone,Glucocorticoid therapy,secondary_exploratory,all_eligible_drugs,1.359,1.29,1.431,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.85,0.843,0.612,poisson,HAC-Wald,4.22811897135631e-44,TRUE,TRUE,7.99962161406946e-42,2.85636784717911e-44,TRUE,TRUE
1308010W0,Diclofenac sodium,Sunscreening preparations,secondary_exploratory,all_eligible_drugs,1.353,1.309,1.419,Aug,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.839,0.862,0.799,poisson,HAC-Wald,1.14514056178588e-55,TRUE,TRUE,3.30769565126227e-31,7.73616519153091e-56,TRUE,TRUE
1103010G0,Gentamicin sulfate,Antibacterials,secondary_exploratory,all_eligible_drugs,1.349,1.293,1.41,Sep,May,"bimodal (2 harmonics, 2 peaks)",0.836,0.832,0.949,poisson,HAC-Wald,1.52760258411039e-41,TRUE,TRUE,9.40936355817698e-11,1.03199435353659e-41,TRUE,TRUE
0603020M0,Hydrocortisone sodium succinate,Glucocorticoid therapy,secondary_exploratory,all_eligible_drugs,1.347,1.225,2.184,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.395,0.526,0.906,poisson,HAC-Wald,0.000841535690634641,TRUE,TRUE,7.99962161406946e-42,0.000610520051422682,TRUE,TRUE
1201010AE,Ciprofloxain/dexameth,Otitis externa,secondary_exploratory,all_eligible_drugs,1.335,1.257,1.992,Sep,May,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.682,0.673,0.956,poisson,HAC-Wald,2.61000074388035e-18,TRUE,TRUE,4.03048405132221e-10,1.81360215960803e-18,TRUE,TRUE
1310012K0,Metronidazole,Antibacterial preparations,secondary_exploratory,all_eligible_drugs,1.329,1.301,1.364,Apr,Nov,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.889,0.925,0.514,poisson,HAC-Wald,1.50731409937908e-160,TRUE,TRUE,0.0117193096799549,1.0182881698064e-160,TRUE,TRUE
1310040V0,Dimeticone (Parasiticidal),Parasiticidal preparations,secondary_exploratory,all_eligible_drugs,1.322,1.208,1.494,Oct,May,unimodal (1 harmonic preferred),0.422,0.511,0.62,negbin,NB-LRT,0.000605685424274504,TRUE,TRUE,6.7990072351079e-32,0.000438111577502936,TRUE,TRUE
0304010AF,Bilastine,Antihistamines,secondary_exploratory,all_eligible_drugs,1.321,1.275,1.4,Jun,Nov,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.793,0.819,0.949,poisson,Poisson-LRT,4.1854924551642e-30,TRUE,TRUE,1.95040709693529e-226,2.82757087833475e-30,TRUE,TRUE
1201010G0,Hydrocortisone acetate,Otitis externa,secondary_exploratory,all_eligible_drugs,1.317,1.237,1.405,Sep,May,"bimodal (2 harmonics, 2 peaks)",0.597,0.646,0.692,negbin,NB-LRT,6.71769397473338e-09,TRUE,TRUE,4.03048405132221e-10,4.71690753180684e-09,TRUE,TRUE
1306030B0,Ivermectin,Topical preparation for rosacea,secondary_exploratory,all_eligible_drugs,1.294,1.273,1.344,Apr,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.87,0.874,0.962,poisson,HAC-Wald,2.66115963626335e-156,TRUE,TRUE,2.45879982359496e-118,1.79778546269126e-156,TRUE,TRUE
1202010C0,Beclometasone dipropionate,Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.293,1.24,1.352,Jun,Oct,"bimodal (2 harmonics, 2 peaks)",0.8,0.886,0.829,negbin,NB-LRT,9.90800923024188e-14,TRUE,TRUE,4.93335033400967e-52,6.8390119956803e-14,TRUE,TRUE
0501030Z0,Doxycycline monohydrate,Tetracyclines,secondary_exploratory,all_eligible_drugs,1.29,1.203,1.386,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.626,0.641,0.784,poisson,HAC-Wald,2.86791609239792e-19,TRUE,TRUE,3.22372888099791e-88,1.99617381678571e-19,TRUE,TRUE
0304010D0,Loratadine,Antihistamines,secondary_exploratory,all_eligible_drugs,1.287,1.269,1.305,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.908,0.901,0.691,poisson,HAC-Wald,0,TRUE,TRUE,1.95040709693529e-226,0,TRUE,TRUE
1310020A0,Amorolfine hydrochloride,Antifungal preparations,secondary_exploratory,all_eligible_drugs,1.285,1.258,1.316,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.881,0.849,0.655,poisson,HAC-Wald,7.44851475980192e-136,TRUE,TRUE,0.000226648496068398,5.0319535030284e-136,TRUE,TRUE
1203030B0,Benzocaine,Lozenges and sprays,secondary_exploratory,all_eligible_drugs,1.284,1.175,1.456,Feb,Jun,unimodal (1 harmonic preferred),0.454,0.612,0.585,poisson,HAC-Wald,0.00010562260875966,TRUE,TRUE,1.58784569297935e-10,7.64516829317866e-05,TRUE,TRUE
0603020G0,Dexamethasone,Glucocorticoid therapy,secondary_exploratory,all_eligible_drugs,1.282,1.213,1.411,Nov,Jul,"bimodal (2 harmonics, 2 peaks)",0.727,0.717,0.277,poisson,HAC-Wald,3.32863549920945e-24,TRUE,TRUE,7.99962161406946e-42,2.29195297740149e-24,TRUE,TRUE
0307000Q0,Erdosteine,Mucolytics,secondary_exploratory,all_eligible_drugs,1.275,1.218,1.346,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.664,0.722,0.848,negbin,NB-LRT,1.846997961217e-11,TRUE,TRUE,3.00197132384098e-16,1.27066138962914e-11,TRUE,TRUE
0501021A0,Cefaclor,Cephalosporins and other beta-lactams,secondary_exploratory,all_eligible_drugs,1.269,1.212,1.355,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.564,0.621,0.949,poisson,Poisson-LRT,1.37167856551594e-17,TRUE,TRUE,4.30504844194276e-06,9.51702393367014e-18,TRUE,TRUE
1201010AC,Ciprofloxacin,Otitis externa,secondary_exploratory,all_eligible_drugs,1.268,1.214,1.325,Sep,May,"bimodal (2 harmonics, 2 peaks)",0.713,0.781,0.962,negbin,NB-LRT,1.00744258862511e-11,TRUE,TRUE,4.03048405132221e-10,6.9343400215078e-12,TRUE,TRUE
0501070U0,Vancomycin hydrochloride,Some other antibacterials,secondary_exploratory,all_eligible_drugs,1.266,1.21,1.352,Sep,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.725,0.763,0.806,poisson,HAC-Wald,1.32145492975958e-17,TRUE,TRUE,0.00188469676334775,9.17186588051463e-18,TRUE,TRUE
1202010Y0,Fluticasone propionate/azelastine hydrochloride (Nasal),Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.263,1.232,1.321,Jun,Oct,"bimodal (2 harmonics, 2 peaks)",0.859,0.856,0.974,poisson,HAC-Wald,5.04723141668774e-81,TRUE,TRUE,4.93335033400967e-52,3.4097312856063e-81,TRUE,TRUE
0304010AC,Levocetirizine,Antihistamines,secondary_exploratory,all_eligible_drugs,1.258,1.207,1.323,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.675,0.649,0.501,negbin,NB-LRT,2.65943994377091e-11,TRUE,TRUE,1.95040709693529e-226,1.84474754826511e-11,TRUE,TRUE
0304010I0,Cetirizine hydrochloride,Antihistamines,secondary_exploratory,all_eligible_drugs,1.255,1.234,1.277,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.892,0.858,0.64,poisson,HAC-Wald,6.730792851252e-294,TRUE,TRUE,1.95040709693529e-226,4.54708593031193e-294,TRUE,TRUE
1001040G0,Colchicine,Gout and cytotoxic induced hyperuicaemia,secondary_exploratory,all_eligible_drugs,1.253,1.219,1.287,Jul,Nov,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.798,0.78,0.166,poisson,HAC-Wald,4.0228134286923e-102,TRUE,TRUE,1.06784116477649e-16,2.71767067359295e-102,TRUE,TRUE
1311060Q0,Potassium permanganate,Oxidisers and dyes,secondary_exploratory,all_eligible_drugs,1.248,1.19,1.329,Aug,Jan,unimodal (1 harmonic preferred),0.561,0.651,0.921,negbin,NB-LRT,3.18585760821712e-08,TRUE,TRUE,2.67982021171216e-09,2.26303060293802e-08,TRUE,TRUE
0304010G0,Chlorphenamine maleate,Antihistamines,secondary_exploratory,all_eligible_drugs,1.238,1.21,1.278,Jun,Oct,"bimodal (2 harmonics, 2 peaks)",0.844,0.868,0.715,poisson,HAC-Wald,1.04080692352339e-96,TRUE,TRUE,1.95040709693529e-226,7.03132398027092e-97,TRUE,TRUE
0501120X0,Levofloxacin,Quinolones,secondary_exploratory,all_eligible_drugs,1.233,1.193,1.284,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.738,0.799,0.771,negbin,NB-LRT,1.00037071445265e-12,TRUE,TRUE,4.12469936146296e-10,6.89066400243826e-13,TRUE,TRUE
1310020T0,Tioconazole,Antifungal preparations,secondary_exploratory,all_eligible_drugs,1.232,1.179,1.296,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.706,0.735,0.844,negbin,NB-LRT,7.90687716399608e-09,TRUE,TRUE,0.000226648496068398,5.5900537898363e-09,TRUE,TRUE
0501012G0,Flucloxacillin sodium,Penicillins,secondary_exploratory,all_eligible_drugs,1.232,1.189,1.283,Aug,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.791,0.719,0.188,negbin,NB-LRT,5.84956608525844e-13,TRUE,TRUE,5.41228415339323e-21,4.03159379103256e-13,TRUE,TRUE
1310050H0,Hydrogen peroxide,Preparations for minor cuts and abrasions,secondary_exploratory,all_eligible_drugs,1.229,1.147,1.43,Nov,Jun,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.427,0.541,0.677,poisson,HAC-Wald,0.0112190511565244,TRUE,FALSE,0.169535003759075,,FALSE,TRUE
131002030,Terbinafine hydrochloride,Antifungal preparations,secondary_exploratory,all_eligible_drugs,1.223,1.183,1.308,Jul,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.73,0.602,0.852,poisson,HAC-Wald,3.93801260702826e-21,TRUE,TRUE,0.000226648496068398,2.70329162435831e-21,TRUE,TRUE
0505010D0,Mebendazole,Drugs for threadworms,secondary_exploratory,all_eligible_drugs,1.223,1.157,1.306,Oct,Jun,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.772,0.785,0.25,poisson,HAC-Wald,2.28173523275154e-15,TRUE,TRUE,1.13926475470789e-15,1.57905631522817e-15,TRUE,TRUE
0502050C0,Terbinafine hydrochloride,Other antifungals,secondary_exploratory,all_eligible_drugs,1.211,1.174,1.253,Aug,Jan,unimodal (1 harmonic preferred),0.793,0.858,0.869,negbin,NB-LRT,2.74437990110285e-13,TRUE,TRUE,1.64563226144604e-13,1.89263126222104e-13,TRUE,TRUE
0402010L0,Levomepromazine hydrochloride,Antipsychotic drugs,secondary_exploratory,all_eligible_drugs,1.203,1.15,1.272,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.756,0.733,0.717,poisson,HAC-Wald,5.08619707053633e-13,TRUE,TRUE,0.00313994020549551,3.50617867872114e-13,TRUE,TRUE
0502010C0,Itraconazole,Triazole antifungals,secondary_exploratory,all_eligible_drugs,1.202,1.154,1.276,Jul,Feb,unimodal (1 harmonic preferred),0.574,0.543,0.097,negbin,NB-LRT,1.80489234708591e-06,TRUE,TRUE,0.045794299931884,1.29346945452062e-06,TRUE,TRUE
0601040H0,Glucagon,Treatment of hypoglycaemia,secondary_exploratory,all_eligible_drugs,1.196,1.161,1.245,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.786,0.831,0.532,negbin,NB-LRT,1.69047752205268e-11,TRUE,TRUE,7.73581751734925e-32,1.16317555561424e-11,TRUE,TRUE
1202030R0,Mupirocin,Nasal preparations for infection,secondary_exploratory,all_eligible_drugs,1.194,1.147,1.291,Apr,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.671,0.603,0.227,poisson,HAC-Wald,8.11859972057286e-07,TRUE,TRUE,1.53124033203395e-34,5.82506511991141e-07,TRUE,TRUE
1314000H0,Heparinoid,Topical circulatory preparations,secondary_exploratory,all_eligible_drugs,1.178,1.143,1.22,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.726,0.77,0.727,negbin,NB-LRT,8.1965922660546e-11,TRUE,TRUE,4.53290816890594e-11,5.68178028663104e-11,TRUE,TRUE
1306020J0,Isotretinoin,Oral preparations for acne,secondary_exploratory,all_eligible_drugs,1.178,1.111,1.265,Mar,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.642,0.652,0.608,poisson,HAC-Wald,0.000183792246918965,TRUE,TRUE,0.000920222435304135,0.000132703900847871,TRUE,TRUE
0405010P0,Orlistat,Gastro-intestinal anti-obesity drugs,secondary_exploratory,all_eligible_drugs,1.163,1.128,1.21,Jul,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.777,0.837,0.974,poisson,HAC-Wald,5.57857909677592e-17,TRUE,TRUE,3.05466343423733e-17,3.86532411486185e-17,TRUE,TRUE
1305030B0,Pimecrolimus,Drugs affecting the immune response,secondary_exploratory,all_eligible_drugs,1.162,1.12,1.219,Apr,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.641,0.729,0.979,poisson,HAC-Wald,1.40683235679542e-11,TRUE,TRUE,3.37494744913336e-14,9.68170856225229e-12,TRUE,TRUE
1201010B0,Acetic acid,Otitis externa,secondary_exploratory,all_eligible_drugs,1.161,1.123,1.695,Jan,May,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.389,0.502,0.609,poisson,HAC-Wald,0.00120612576687418,TRUE,TRUE,4.03048405132221e-10,0.000872197376143738,TRUE,TRUE
1202010U0,Mometasone furoate,Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.159,1.133,1.195,May,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.686,0.749,0.805,poisson,HAC-Wald,9.62832234166266e-33,TRUE,TRUE,4.93335033400967e-52,6.50455451828956e-33,TRUE,TRUE
0410020B0,Nicotine,Nicotine dependence,secondary_exploratory,all_eligible_drugs,1.157,1.117,1.215,Mar,Nov,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.677,0.769,0.944,poisson,HAC-Wald,2.2094829307122e-09,TRUE,TRUE,3.44007179729206e-08,1.55235457817759e-09,TRUE,TRUE
0501050A0,Azithromycin,Macrolides,secondary_exploratory,all_eligible_drugs,1.154,1.12,1.197,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.663,0.654,0.619,negbin,NB-LRT,1.28003248043875e-08,TRUE,TRUE,6.83004773135963e-17,9.04351364340264e-09,TRUE,TRUE
1103010B0,Ciprofloxacin,Antibacterials,secondary_exploratory,all_eligible_drugs,1.149,1.115,1.198,Feb,May,"bimodal (2 harmonics, 2 peaks)",0.637,0.711,0.965,negbin,NB-LRT,4.55017290994494e-08,TRUE,TRUE,9.40936355817698e-11,3.27296794839996e-08,TRUE,TRUE
120101050,Dexamethasone,Otitis externa,secondary_exploratory,all_eligible_drugs,1.148,1.11,1.205,Aug,May,"bimodal (2 harmonics, 2 peaks)",0.488,0.597,0.858,negbin,NB-LRT,4.79890684555812e-06,TRUE,TRUE,4.03048405132221e-10,3.45386556893271e-06,TRUE,TRUE
